source,topic,question,answer,type,cert,options
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Roderick, an NASM-CPT, has submitted his application to be a personal trainer through the website of a large health club company. What will provide the best opportunity to get noticed by the hiring manager?",Wearing a suit and tie to the health club to drop off a resume with the hiring manager and complete an application in person,Quiz,NASM CPT,"Wearing a suit and tie to the health club to drop off a resume with the hiring manager and complete an application in person|Showing up at the club in workout clothes, explaining that he is an applicant, and asking for a free workout|Posting workout videos to a social media account and tagging the health club and hiring managers|Calling the health club, asking to speak to the hiring manager, and explaining he is perfect for the job"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"The human body is uniquely designed to respond to stress and, if necessary, make changes to maintain optimal health and physiological functioning. What is this process called?",Homeostasis,Quiz,NASM CPT,Homeostasis|Fight-or-flight response|Neuromuscular efficiency|Excitation-contraction coupling
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Using the healthcare continuum, how would training with a fitness professional be classified?",Preventive care,Quiz,NASM CPT,Preventive care|Alternative medicine|Behavioral health|Physical therapy
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"What is a professional development technique that helps individuals identify their personal strengths and weaknesses, opportunities for growth, and potential threats to success?",A SWOT analysis,Quiz,NASM CPT,A SWOT analysis|A unique selling proposition (USP)|Forecasting|Building rapport
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"What type of fitness professional has advanced knowledge, training, and experience in designing and implementing strength and conditioning programs for competitive athletes?",Strength and conditioning coach,Quiz,NASM CPT,Strength and conditioning coach|Group fitness instructor|Certified Personal Trainer|Physical therapist
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"When NASM recommends relying on the current best information in making decisions about client care, what is it referring to?",Evidence-based practice,Quiz,NASM CPT,Evidence-based practice|Traditional compliance|Peer-observed procedure|Popular theories and methods posted on online fitness forums
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"When working in a health club, what piece of equipment would it be essential to know the location of?","The AED, in case the personal trainer will need to perform CPR on a health club member",Quiz,NASM CPT,"The AED, in case the personal trainer will need to perform CPR on a health club member|The vacuum cleaner, in case a personal trainer has to clean during the shift|The remote control for the TVs or sound system|Rags and cleaning supplies"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Which component of evidence-based practice refers to a fitness professional’s accumulated education, experience, and practical skills?",Individual professional expertise,Quiz,NASM CPT,Individual professional expertise|Best external evidence|Client values and expectations|Number of continuing education units earned
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Which section of the NASM Code of Professional Conduct requires the use of appropriate professional communication in all verbal, nonverbal, and written transactions?",Professionalism,Quiz,NASM CPT,Professionalism|Confidentiality|Legal and ethical|Business practice
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Which term best describes a class of chronic respiratory dysfunctions that are characterized by increased breathlessness, airflow limitation, and accelerated decline of lung function?",Chronic obstructive pulmonary disease (COPD),Quiz,NASM CPT,Chronic obstructive pulmonary disease (COPD)|Asthma|Hypertension|Lung cancer
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"Which term refers to a person's education, income, and occupation?",Socioeconomic status,Quiz,NASM CPT,Socioeconomic status|Behavioral health|Global state of health|Emotional health
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,"With type 1 diabetes, what hormone does the pancreas fall short in making?",Insulin,Quiz,NASM CPT,Insulin|Testosterone|Estrogen|Progesterone
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,An anterior cruciate ligament (ACL) tear is a common injury to what part of the body?,Knee,Quiz,NASM CPT,Knee|Shoulder|Lumbo-pelvic-hip complex|Ankle
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How are open-ended questions best used during the sales process?,"The questions identify the customer's wants, needs, fears, and desires.",Quiz,NASM CPT,"The questions identify the customer's wants, needs, fears, and desires.|The questions are easy for the customer to answer, as they can be answered with a simple yes or no.|The questions help a personal trainer learn about a customer's family medical history.|The questions help a personal trainer learn if the customer's workout schedule fits within the personal trainer's availability."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How can fitness professionals earn CEUs?,Attending fitness industry conferences,Quiz,NASM CPT,Attending fitness industry conferences|Reading scholarly research journals|Accumulating hours training clients either independently or in a health club|Reading exercise-science textbooks
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How can health best be defined?,"A state of complete physical, mental, and social well-being, and not merely the absence of disease or infirmity",Quiz,NASM CPT,"A state of complete physical, mental, and social well-being, and not merely the absence of disease or infirmity|Genetics, access to healthcare, access to preventive medicine, socioeconomic status, natural disasters, and the built environment|A process by which the human body continually strives to maintain a relatively stable equilibrium in relation to the surrounding environment and the regular tasks it is required to perform|A combination of education, income, and occupation"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How many CEUs does the mandatory CPR/AED certification provide for renewal of the NASM-CPT credential?,0.1,Quiz,NASM CPT,0.1|0.2|1|0.5
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How many pages are most appropriate for a resume?,One to two pages,Quiz,NASM CPT,One to two pages|Two to three pages|Three to four pages|One page only
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,How often does an NASM Certified Personal Trainer need to renew their certification?,Every 2 years,Quiz,NASM CPT,Every 2 years|Every year|Every 3 years|Every 5 years
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Hypertension is categorized by a blood pressure greater than what measurement?,120/80 mm Hg,Quiz,NASM CPT,120/80 mm Hg|120/60 mm Hg|125/75 mm Hg|80/120 mm Hg
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Identify the correct number of continuing education units (CEUs) that an NASM Certified Personal Trainer needs to complete in a 2-year cycle to renew the certification.,2,Quiz,NASM CPT,2|1.5|3|4.5
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Javier has recently earned his NASM Certified Personal Trainer credential and is starting to apply to health clubs for his first job as a personal trainer. Which job from his previous non-fitness industry work experience demonstrates qualities that would best be applicable to personal training?,Restaurant server,Quiz,NASM CPT,Restaurant server|Nightclub security guard|Warehouse worker|Driver for a ride-sharing service
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Maria is interviewing for her first job as a fitness professional at a boutique fitness studio. Which previous experience would she want to make sure to discuss during the interview to demonstrate qualities of a Certified Personal Trainer?,Maria was repeatedly recognized as a top salesperson at the clothing store where she has been working.,Quiz,NASM CPT,Maria was repeatedly recognized as a top salesperson at the clothing store where she has been working.|Maria placed second in her first bikini competition.|Maria was a co-captain on a state champion volleyball team in high school.|Maria worked as a camp counselor at a youth sports camp while in college.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Robert is a recently retired military veteran. He has earned his NASM-CPT credential because he wants to help young people prepare for the physical demands of serving in the military. Which employment options provide him with the greatest access to potential clients in all geographic locations?,Conducting online coaching and personal training,Quiz,NASM CPT,Conducting online coaching and personal training|Working in a nonprofit facility|Hosting boot camps in a local park|Working as an in-home independent personal trainer
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Roberta is an NASM Certified Personal Trainer who is going to be working as an independent contractor at a popular health club. What is the most important step to take before starting her job?,Purchasing liability insurance to protect her personal assets,Quiz,NASM CPT,Purchasing liability insurance to protect her personal assets|Purchasing social media followers to enhance her profile|Designing cute T-shirts with her logo to give away to potential clients|Buying new outfits so that other members will notice her while she’s working out
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What are the basic two types of disease?,Chronic and acute,Quiz,NASM CPT,Chronic and acute|Chronic and not contagious|Acute and contagious|Chronic and noncommunicable
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What are the three levels of the OPT model?,"Stabilization, strength, and power",Quiz,NASM CPT,"Stabilization, strength, and power|Diet, exercise, and recovery|Health, fitness, and wellness|Flexibility, cardiorespiratory, and resistance"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What are two of the most common issues at the foot and ankle complex?,Sprains and plantar fasciitis,Quiz,NASM CPT,Sprains and plantar fasciitis|Strains and heel spurs|Plantar fasciitis and shin splints|Achilles tendonitis and athlete's foot
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What condition is characterized by the narrowing of coronary arteries?,Ischemic heart disease,Quiz,NASM CPT,Ischemic heart disease|Arrhythmia|Heart valve problem|Hypertension
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What do the letters OPT within the OPT model stand for?,Optimum Performance Training,Quiz,NASM CPT,Optimum Performance Training|Optional Practical Training|Optional Performance Testing|Optimum Peak Teaching
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What group of hormones are released by the brain during exercise help reduce pain?,Endorphins,Quiz,NASM CPT,Endorphins|Androgens|Adrenaline|Melatonin
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What impacts can exercise have on cholesterol levels in the body?,It can reduce LDL cholesterol and increase HDL cholesterol.,Quiz,NASM CPT,It can reduce LDL cholesterol and increase HDL cholesterol.|It can increase LDL cholesterol.|It increases both HDL and LDL cholesterol.|It can lower both HDL and LDL cholesterol.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is a prospect?,An individual who has been identified as a potential client,Quiz,NASM CPT,An individual who has been identified as a potential client|A business management technique that helps predict how much work is needed to meet a revenue goal|A potential career advancement opportunity|A method of creating a service identified by specific characteristics
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is an important step after conducting an interview with a potential employer?,Sending a handwritten thank-you letter or an email,Quiz,NASM CPT,Sending a handwritten thank-you letter or an email|Posting a note on social media saying how much fun it was to interview and how cool it would be to work for the company|Having a parent call to ask about the interview results|Texting the hiring manager to thank them for their time during the interview
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is forecasting?,A business management technique that helps predict how much work is needed to meet a revenue goal,Quiz,NASM CPT,"A business management technique that helps predict how much work is needed to meet a revenue goal|A relationship in which two people understand each other’s ideas, have respect for one another, and communicate well|A rapport-building technique where fitness professionals walk around the gym floor talking to members without overtly presenting a sale|A system for learning about the needs of a potential client to be able to identify and present a number of solutions for those needs"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is homeostasis?,A process by which the human body continually strives to maintain a relatively stable equilibrium,Quiz,NASM CPT,"A process by which the human body continually strives to maintain a relatively stable equilibrium |Any abnormal condition that negatively affects the structure or function of a part of the body |A combination of influences that include education, income, and occupation |A situation in which the human body is rapidly changing all the time"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is something that allows a fitness professional to stand out from others in featuring their services?,Unique selling proposition (USP),Quiz,NASM CPT,Unique selling proposition (USP)|SWOT analysis|Statement of work (SOW)|PERT estimate
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the best choice of attire to an interview at a health club?,Professional business attire,Quiz,NASM CPT,Professional business attire|Brand-new workout clothes|Jeans and a polo shirt|Business casual
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the blood pressure measurement that occurs when the heart is at rest or between beats?,Diastolic blood pressure,Quiz,NASM CPT,Diastolic blood pressure|Systolic blood pressure|Hypertension|Pulse
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the dysfunction that occurs due to narrowing and rubbing of the soft tissue and bony structures of the shoulder?,Shoulder impingement,Quiz,NASM CPT,Shoulder impingement|Rotator cuff tear|Frozen shoulder|Dislocation of the shoulder
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the main role of a personal trainer?,Assess clients and make recommendations for exercise programming and other lifestyle changes,Quiz,NASM CPT,"Assess clients and make recommendations for exercise programming and other lifestyle changes|Teach, lead, and motivate individuals through large-group exercise classes|Provide advanced strength and conditioning programs for competitive athletes|Provide nutritional advice, therapy, and counseling to a wide range of clients"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the most appropriate way to conclude a sales presentation with a potential client?,Asking for the sale and scheduling the first session,Quiz,NASM CPT,Asking for the sale and scheduling the first session|Agreeing to call the potential client in 2 days to follow up|Swapping social media handles so the trainer and client can follow each other|Asking the member for a personal phone number to use to follow up via texting
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the most effective way to learn more about a large health club company before an interview with a hiring manager?,Reviewing the company website and social media channels to learn about all the programs and services offered,Quiz,NASM CPT,Reviewing the company website and social media channels to learn about all the programs and services offered|Reading the reviews of the company and its programs on ratings websites|Following the most popular instructors from the club on social media|Visiting the club to ask members what they think about their experience at the club
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What is the purpose of a professional personal training certification?,To ensure that individual job candidates can demonstrate the ability to perform the tasks required for this job category,Quiz,NASM CPT,To ensure that individual job candidates can demonstrate the ability to perform the tasks required for this job category|To demonstrate that an individual is committed to the field of personal training|To abide by federal guidelines that require certification for fitness professionals|To ensure gyms and health clubs follow rules established by OSHA
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What marketing strategy would be most effective at helping a fitness professional tell a story and create an instantly recognizable level of service?,Creating a brand identity,Quiz,NASM CPT,Creating a brand identity|Offering free T-shirts|Providing complimentary water bottles|Advertising sales and discounts
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What most correctly identifies the purpose of a resume?,A resume allows a job candidate to present their job skills to a potential employer.,Quiz,NASM CPT,A resume allows a job candidate to present their job skills to a potential employer.|A resume allows a job candidate to highlight their expertise in a particular field.|A resume allows a job candidate to express a personal statement about their passion.|A resume allows a job candidate to identify athletic accomplishments.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What percentage of adults experience low-back pain at least once in their lifetime?,80%,Quiz,NASM CPT,80%|50%|30%|90%
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What statement best describes a low-cost health club?,"A health club that offers a low-price membership, often including very few amenities other than access to exercise equipment",Quiz,NASM CPT,"A health club that offers a low-price membership, often including very few amenities other than access to exercise equipment|A health club that provides amenities like locker rooms, snack and supplement sales, and group fitness workouts included in the price of membership|A health club that features multiple group-fitness studio options and provides a selection of high-end amenities like towels and complimentary personal hygiene products, cafes, pools, sports courts, and childcare services|A health club that uses revenue from fitness programs and memberships to cover operational costs, improve facilities, and fund a wide range of community-based initiatives"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What statement best describes a mid-market health club?,"A health club that provides all the features of low-cost clubs and additional amenities like higher-end locker rooms, snack and supplement sales, and group fitness workouts included in the price of membership",Quiz,NASM CPT,"A health club that provides all the features of low-cost clubs and additional amenities like higher-end locker rooms, snack and supplement sales, and group fitness workouts included in the price of membership|A health club that uses revenue from fitness programs and memberships to cover operational costs, improve facilities, and fund a wide range of community-based initiatives|A health club that features multiple group-fitness studio options and provides a selection of high-end amenities like towels and complimentary personal hygiene products, cafes, pools, sports courts, and childcare services|A health club that offers a low-price membership, often including very few amenities other than access to exercise equipment"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What statement best describes a nonprofit health club?,"A health club that uses revenue from fitness programs and memberships to cover operational costs, improve facilities, and fund a wide range of community-based initiatives",Quiz,NASM CPT,"A health club that uses revenue from fitness programs and memberships to cover operational costs, improve facilities, and fund a wide range of community-based initiatives|A health club that offers a low-price membership, often including very few amenities other than access to exercise equipment|A health club that features multiple group-fitness studio options and provides a selection of high-end amenities like towels and complimentary personal hygiene products, cafes, pools, sports courts, and childcare services|A health club that offers complimentary memberships and free childcare services for low-income families"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What statement best describes a premium health club?,A health club that features multiple group-fitness studio options and provides a selection of high-end amenities,Quiz,NASM CPT,"A health club that features multiple group-fitness studio options and provides a selection of high-end amenities|A health club that offers a low-price membership, often including very few amenities other than access to exercise equipment|A health club that uses revenue from fitness programs and memberships to cover operational costs, improve facilities, and fund a wide range of community-based initiatives|A private health club offered only at luxury resorts and golf courses"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What statement best describes the main benefit for establishing a brand identity?,A brand identity establishes a top-of-mind presence.,Quiz,NASM CPT,A brand identity establishes a top-of-mind presence.|A brand identity allows a fitness professional to design a colorful logo that attracts attention.|A brand identity provides more opportunities for being featured in magazines.|A brand identity could make it easier to create a social media profile.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What term describes the process of building a relationship based on communication and trust?,Building rapport,Quiz,NASM CPT,Building rapport|Working the floor|Forecasting|Developing a unique selling proposition (USP)
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What two factors are used to calculate body mass index (BMI)?,Height and weight,Quiz,NASM CPT,Height and weight|Weight and age|Height and age|Age and level of physical fitness
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,What type of health concern is the leading cause of death in the world today?,Chronic diseases and conditions,Quiz,NASM CPT,Chronic diseases and conditions|Acute diseases|Injuries|Alcohol
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which activity best demonstrates evidence-based practice?,Referencing peer-reviewed research,Quiz,NASM CPT,Referencing peer-reviewed research|Referring to a colleague's practical knowledge|Referencing a social media post|Reading information presented in a blog article
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which chronic disease is the leading cause of death in the world today?,Coronary artery disease,Quiz,NASM CPT,Coronary artery disease|Cancer|Diabetes|Dementia
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which common cause of death is the most preventable?,Obesity,Quiz,NASM CPT,Obesity|Cancer|Stroke|Dementia
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which condition is an example of a chronic disease?,Type 2 diabetes,Quiz,NASM CPT,"Type 2 diabetes |Flu |Strep throat |Appendicitis"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which individual is suffering from an acute disease?,"Jorge, who is sick with the flu",Quiz,NASM CPT,"Jorge, who is sick with the flu|Tricia, who has type 1 diabetes|Perry, who suffers from a congenital heart condition|Roger, who has type 2 diabetes"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following answers indicates a primary difference between working as an independent contractor and working as an employee?,"An independent contractor is responsible for paying their own taxes, while an employee has taxes withheld by the employer.",Quiz,NASM CPT,"An independent contractor is responsible for paying their own taxes, while an employee has taxes withheld by the employer.|An employee can establish their own hours, while an independent contractor must adhere to a specific work schedule.|An employee can earn more per hour than an independent contractor.|An independent contractor can expect client referrals from a facility, while an employee will have to find clients on the gym floor."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following best defines cholesterol?,"A waxy, fatlike substance found in bodily cells",Quiz,NASM CPT,"A waxy, fatlike substance found in bodily cells|A substance that attaches itself to muscles and tendons|A narrowing of arteries to the heart|A raising of blood pressure"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following best demonstrates an example of activities of daily living separate from planned exercise?,Yardwork,Quiz,NASM CPT,Yardwork|Cycling|Weightlifting|Running
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following best demonstrates an example of exercise?,Weightlifting,Quiz,NASM CPT,Weightlifting|Shoveling snow|Walking a dog|Yardwork
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following injuries is characterized by a sharp pain in the bottom of the heel that makes it difficult to walk?,Plantar fasciitis,Quiz,NASM CPT,Plantar fasciitis|A sprain|Patellar tendonitis|Anterior cruciate ligament (ACL) tear
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following is a necessity for all fitness professionals to remain successful in the industry?,Keeping up with the latest science and changes in the industry,Quiz,NASM CPT,Keeping up with the latest science and changes in the industry|Annual certification by NASM|Having at least 15 active clients at all times|Occasional publishing in relevant journals
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following is not a component of an integrated approach to exercise?,Diet supplementation,Quiz,NASM CPT,"Diet supplementation|Balance|Speed, agility, and quickness|Core strength and stability"
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following is not a negative side effect of stress?,The release of endorphins,Quiz,NASM CPT,The release of endorphins|Atherosclerosis|Hypertension|Restricted blood flow
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following is true about cholesterol?,Exercise has been shown to help reduce high cholesterol.,Quiz,NASM CPT,"Exercise has been shown to help reduce high cholesterol.|One can live without cholesterol.|Cholesterol is found only in the body's major organs.|For the body to produce enough cholesterol for daily needs, the diet must be supplemented with vitamins and minerals."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which of the following is unique to type 2 diabetes?,Insulin resistance,Quiz,NASM CPT,Insulin resistance|The body has low levels of insulin.|The pancreas does not make insulin.|It can develop regardless of a healthy diet.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which section of the NASM Code of Professional Conduct requires that client records are disposed of in a secure manner?,Confidentiality,Quiz,NASM CPT,Confidentiality|Professionalism|Legal and ethical|Business practice
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement about a Certified Personal Trainer's scope of practice is accurate?,Certified Personal Trainers do not diagnose or treat areas of pain or disease.,Quiz,NASM CPT,"Certified Personal Trainers do not diagnose or treat areas of pain or disease.|Certified Personal Trainers have specific governmental regulations that define their scope of practice.|The scope of practice for Certified Personal Trainers is consistent globally.|Once certified, a personal trainer is bound by law in the United States to a specific scope of practice."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement about cancer is most accurate?,Cells in the body grow abnormally.,Quiz,NASM CPT,Cells in the body grow abnormally.|There is a lack of cell growth in the body.|It is most common in adults between the ages of 30 and 55.|Almost all cancers are preventable.
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement about chronic obstructive pulmonary disease (COPD) is accurate?,It is not a curable disease.,Quiz,NASM CPT,"It is not a curable disease.|Brisk walking is not recommended, as it can bring on symptoms.|It is an acute disease.|It is typically a stress-induced condition."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement about lowering blood pressure is true?,Planned exercise alone is typically insufficient for acutely lowering and controlling hypertension.,Quiz,NASM CPT,"Planned exercise alone is typically insufficient for acutely lowering and controlling hypertension.|Exercise can help control body weight, but it cannot improve blood flow.|Reducing excessive alcohol use will not have an impact on high blood pressure.|There is no direct evidence that exercise will result in lower blood pressure."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement best describes the final stage of the sales process?,Making the sale by asking for a financial commitment to solving the customer's needs,Quiz,NASM CPT,Making the sale by asking for a financial commitment to solving the customer's needs|Identifying a customer's needs|Asking for referrals|Communicating solutions for the customer's needs
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement best describes the first stage of the sales process?,Identifying a customer's needs,Quiz,NASM CPT,Identifying a customer's needs|Discussing pricing options|Asking for referrals|Promoting the benefits of personal training for improving health and longevity
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which statement best describes the second stage of the sales process?,Communicating solutions for the customer's needs,Quiz,NASM CPT,Communicating solutions for the customer's needs|Discussing the customer's budget|Discussing discounts on various personal training packages|Communicating the negative side effects of a sedentary lifestyle
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Which type of cholesterol tends to increase the risk of cardiovascular disease?,LDL (low-density lipoprotein),Quiz,NASM CPT,LDL (low-density lipoprotein)|HDL (high-density lipoprotein)|EDL (elevated-density lipoprotein)|MDL (medium-density lipoprotein)
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Why can personal trainers be considered among the most important employees within a health club?,Personal trainers come in direct contact with members and can have the greatest influence on whether members achieve results.,Quiz,NASM CPT,"Personal trainers come in direct contact with members and can have the greatest influence on whether members achieve results.|Personal trainers are often in great physical shape, which demonstrates that belonging to a health club can produce results members want.|Personal trainers are very outgoing and can help create a fun atmosphere in a fitness facility.|Personal trainers study exercise science and have the knowledge to help members get results."
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Why is continued education required for NASM Certified Personal Trainers?,To ensure that fitness professionals stay current on the latest understandings and research findings within the industry,Quiz,NASM CPT,To ensure that fitness professionals stay current on the latest understandings and research findings within the industry|To elevate the fitness professional's status and reputation within the fitness community|To promote economic prosperity for the fitness industry and certifying organizations|To abide by federal guidelines that require continuing education units for allied health professionals
NASM Personal Fitness Training: Section 1 Review,Professional Development And Responsibility,Why is it important for fitness professionals to pay attention to their personal grooming when working in a fitness facility?,Personal trainers are professionals. Having a professional appearance can help ensure that clients treat personal trainers as the professionals they are.,Quiz,NASM CPT,"Personal trainers are professionals. Having a professional appearance can help ensure that clients treat personal trainers as the professionals they are.|Paying attention to personal grooming will make it easier to make new friends while working.|Personal grooming is critical for creating engaging social media posts.|Personal grooming can help personal trainers appear more in shape, which is important for attracting clients."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A benefit of being part of an exercise group includes comradery, which is described by which of the following statements?","Participants are forming connections with people who are attempting to achieve similar results, while experiencing feelings of friendship, closeness, and loyalty.",Quiz,NASM CPT,"Participants are forming connections with people who are attempting to achieve similar results, while experiencing feelings of friendship, closeness, and loyalty.|When a group or situation is warm and inviting, it brings people together; when people feel welcome, they are likely to return.|Participants are encouraged to push as hard as they can and may work harder in the presence of the group.|Participants have people they can compare themselves with. Being able to see what others can do and achieve can serve as further motivation."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A Certified Personal Trainer asks a client who is not currently doing any aerobic training how ready they are to do aerobic training one time per week for 30 minutes using a scale of 1 through 10, with 1 representing not at all ready and 10 representing completely ready. They say they are at a 1; what stage of change are they in?",Precontemplation,Quiz,NASM CPT,Precontemplation|Action|Preparation|Maintenance
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A Certified Personal Trainer has been listening to a client's goals. After the client is done speaking, the trainer restates the goals back to the client. What best describes the approach the trainer is using?",Reflective listening,Quiz,NASM CPT,Reflective listening|Active listening|Nonverbal communication|Motivational interviewing
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A Certified Personal Trainer is speaking with a client who is not currently doing any consistent aerobic training. They ask how ready the client is to do aerobic training once a week for 30 minutes, using a scale of 1 to 10, with 1 representing ""not at all ready"" and 10 representing ""completely ready."" If the client is at a 9, what stage of change are they in?",Preparation,Quiz,NASM CPT,Preparation|Action|Precontemplation|Maintenance
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A client has been journaling their behavior. They find that if they get home and sit on the couch to watch television, they do not end up exercising. But if they bring their gym clothes to work with them and change before leaving the office, they are more likely to exercise. Which behavior change technique are they using?",Self-monitoring,Quiz,NASM CPT,Self-monitoring|Action planning|Coping planning|Goal setting
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A client is asked to record what exercises they perform, how much they eat, and how much they sleep. Which of these strategies is the client using?",Self-monitoring,Quiz,NASM CPT,Self-monitoring|Imagery|Goal setting|Contemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A client is asked, ""Why do you want to lose weight?"" This is an example of what kind of question?",Open-ended,Quiz,NASM CPT,Open-ended|Directive|Closed-ended|Contemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A long-term client has recently indicated that she wants to start training for a fitness competition and, due to her competitive nature, she indicates that she wants to win. Which type of motivation is driving her?",Extrinsic motivation,Quiz,NASM CPT,Extrinsic motivation|Intrinsic motivation|Affiliation motivation|Autonomy motivation
